Scheme Code,Scheme Name,Start Date,Last Date,ret_0.5Y,ret_1Y,ret_2Y,ret_3Y,ret_5Y,vol_0.5Y,vol_1Y,vol_2Y,vol_3Y,vol_5Y,semidev_0.5Y,semidev_1Y,semidev_2Y,semidev_3Y,semidev_5Y,Sharpe_0.5Y,Sharpe_1Y,Sharpe_2Y,Sharpe_3Y,Sharpe_5Y,Sortino_0.5Y,Sortino_1Y,Sortino_2Y,Sortino_3Y,Sortino_5Y,95pct1dVaR,95pct1mVaR,95pct1dESF,95pct1mESF,max_drawdown,aum,sharpe_hist1Y_1Y,sharpe_hist1Y_2Y,sharpe_hist1Y_3Y,sharpe_hist1Y_5Y,Scheme Cat1,Scheme Cat2,Scheme Code Direct,Scheme Code Reg,Master Scheme Name Reg,Master Scheme Name Direct,TER scheme name,Direct TER,Regular TER,type
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH,1/2/2013,9/30/2024,30.45470775,38.92941689,31.91015836,23.75768216,27.88265764,15.2564464,13.70616789,11.46445493,13.02899855,16.86316137,12.35759377,11.05291294,9.108710274,10.19463253,13.41220959,1.799548009,2.621404989,2.521721142,1.593190918,1.475563039,2.221687189,3.250674016,3.173902506,2.036138341,1.855224336,1.409299222,3.438421841,2.287781093,5.382817817,11.87577048,813865.67,2.640156051,1.079832526,2.165083859,1.030269535,Equity,Focused Fund,119835,102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,SBI CONTRA FUND - DIRECT PLAN - GROWTH,SBI CONTRA FUND,0.57,1.52,Direct
135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,12/14/2015,9/30/2024,32.83752429,28.28866933,21.48753339,14.78674569,18.89065298,13.61247897,12.05121821,10.54111215,12.87836436,16.88693099,10.3979793,9.285572969,8.007284494,9.814537472,13.22428937,2.191924362,2.098432613,1.753850365,0.915236233,0.941003016,2.869550267,2.723436606,2.308839333,1.200947647,1.201626231,1.412085101,4.01695133,2.183365477,6.467577387,17.01427003,8355.83,1.305242785,0.370946695,1.404799114,0.764435862,Equity,Flexi Cap Fund,135601,135598,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,PGIM India ELSS Tax Saver Fund,0.74,2.25,Direct
118269,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION,1/2/2013,9/30/2024,33.56680676,33.84071321,24.05043476,14.21940797,19.03522677,14.8800224,12.77947975,11.01819067,13.29494666,16.91454427,11.4534782,9.780511281,8.292630673,10.00160788,13.0026001,2.054217792,2.413299587,1.910516472,0.843885143,0.948014118,2.668779407,3.153282311,2.538450776,1.121760431,1.233232327,1.383731632,4.315005777,2.145179919,6.18633517,17.34439834,500735.57,1.193520432,0.080153897,1.035888832,0.769268982,Equity,Large & Mid Cap Fund,118269,113221,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Bluechip Equity Fund,0.45,1.65,Direct
119723,SBI LONG TERM EQUITY FUND - DIRECT PLAN -GROWTH,1/2/2013,9/30/2024,34.73711211,46.16985125,35.87975944,23.27698204,23.63558129,15.13975353,13.61005281,11.61276553,13.67812587,17.03452222,12.04283489,10.76499518,9.036827253,10.62825105,13.50433966,2.09627667,3.171909167,2.83134619,1.48243862,1.211397714,2.635352256,4.010206279,3.638418498,1.907838076,1.528070368,1.424354812,4.121274238,2.297500372,6.563676337,16.66793586,249151.76,2.578945546,0.686039402,1.494045687,0.784126953,Equity,Flexi Cap Fund,119723,105628,SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,SBI LONG TERM EQUITY FUND - DIRECT PLAN -GROWTH,SBI LONG TERM EQUITY FUND,0.93,1.59,Direct
120267,LIC MF Large Cap Fund-Direct Plan-Growth,1/2/2013,9/30/2024,34.48836906,32.16500913,20.64607805,11.11992031,15.5255482,15.86920477,13.52868591,11.51840014,13.83788511,17.15188942,12.54199574,10.56106833,8.795303933,10.47698905,13.20100693,1.984243667,2.155790246,1.531990367,0.586789112,0.73027221,2.510634648,2.761558606,2.006306796,0.775024224,0.948832787,1.493597613,4.596616549,2.232087967,6.803919813,19.15788537,28576.11,0.616405475,-0.192252557,0.874375354,0.593172104,Equity,Large & Mid Cap Fund,120267,106871,LIC MF Large Cap Fund-Regular Plan-Growth,LIC MF Large Cap Fund-Direct Plan-Growth,LIC MF Large Cap Fund,0.99,2.11,Direct
119212,DSP Small Cap Fund - Direct Plan - Growth,1/2/2013,9/30/2024,43.86492865,34.91195647,29.65380718,21.01315394,28.1054535,15.52027294,15.28713608,13.17292849,15.13029711,17.22064421,11.95202273,12.02655519,10.27544009,11.92554805,13.9389144,2.633003221,2.087503919,2.023377505,1.190535375,1.457869589,3.419080567,2.653457783,2.593933394,1.5104676,1.801105365,1.518079441,5.343883656,2.542421169,8.241473788,20.00031497,323323.04,1.94968282,0.715260131,1.824720428,1.092768931,Equity,Dividend Yield Fund,119212,105989,DSP Small Cap Fund - Regular - Growth,DSP Small Cap Fund - Direct Plan - Growth,DSP Small Cap Fund,0.8,1.7,Direct
135677,Navi Large & Midcap Fund- Direct Plan- Growth Option,12/8/2015,9/30/2024,42.59483002,29.76843223,22.80760661,15.04813071,19.52756139,13.96434791,12.63619575,11.12744586,13.8748401,17.2269114,10.32972067,9.541198472,8.367630253,10.53259434,13.78684942,2.835422769,2.118393285,1.780067668,0.868343752,0.959403633,3.833097844,2.805562876,2.367170394,1.14389013,1.198791753,1.475693549,4.364109218,2.316303811,6.880149631,18.07655783,4381.73,1.346183734,0.316986807,1.384568974,0.786035523,Equity,Mid Cap Fund,135677,135678,Navi Large & Midcap Fund- Regular Plan- Growth Option,Navi Large & Midcap Fund- Direct Plan- Growth Option,Navi Large & Midcap Fund,0.35,2.26,Direct
120726,UTI Mid Cap Fund-Growth Option- Direct,1/2/2013,9/30/2024,45.21038085,36.68867345,26.86170737,17.90793255,24.54449922,14.91819905,13.72628493,12.01171246,14.46506615,17.2291458,11.49725788,10.58238861,9.205366387,11.22794412,13.79319831,2.829455533,2.454318383,1.986536678,1.030616272,1.250468216,3.671343314,3.183465916,2.592151835,1.327752648,1.561965451,1.480144251,4.610011889,2.436326103,7.714011568,20.18814406,113412.2,1.403418358,0.372456413,1.491369009,0.876371968,Equity,Small Cap Fund,120726,102394,UTI Mid Cap Fund-Growth Option,UTI Mid Cap Fund-Growth Option- Direct,UTI - Mid Cap Fund,0.89,1.74,Direct
118273,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,1/2/2013,9/30/2024,43.37490429,39.39248773,26.32619123,18.5470418,21.46663606,13.44426503,12.35099835,10.65543954,13.5015357,17.25476964,9.694622187,9.231805658,7.883053793,10.19111302,13.3210346,3.003132131,2.946521948,2.189134586,1.151501737,1.070233706,4.164670217,3.942076889,2.959029819,1.525548953,1.386276413,1.486496263,4.394621497,2.261638156,6.584022793,16.79895901,17727.16,1.145937216,0.350041786,1.305778918,0.879495519,Equity,ELSS,118273,112152,CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Consumer Trends Fund,0.81,2.08,Direct
119517,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,1/2/2013,9/30/2024,17.92162578,23.30379821,16.09036589,6.469693422,10.13278189,9.934791807,10.53738486,12.7128956,14.69594945,17.25691722,7.298432963,7.352724199,8.690513475,10.2677126,12.43172074,1.501956565,1.926834645,1.02969192,0.236098623,0.413328858,2.044497203,2.761398043,1.506282215,0.337922725,0.573756605,1.345483055,5.657267156,2.112712825,7.256747708,16.61431883,3161.31,0.404919805,-0.30151891,0.161097086,0.255264873,Equity,ELSS,119517,106873,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,Aditya Birla Sun Life International Equity Fund,1.93,2.52,Direct
135654,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,12/31/2015,9/30/2024,34.54789292,29.94307325,23.27468881,13.50355533,16.71688115,13.664625,12.20092192,10.85598798,13.59784957,17.32383124,10.30996596,9.320544287,8.204926411,10.34010597,13.78383693,2.30872731,2.208281753,1.867604205,0.772442383,0.791792587,3.059941521,2.89071887,2.47103847,1.015807319,0.995142443,1.496542233,4.751420402,2.340215811,7.144403536,19.7470657,1029.22,1.429529381,0.150641668,1.082289378,0.591726684,Equity,Flexi Cap Fund,135654,135655,Navi ELSS Tax Saver Fund- Regular Plan- Growth Option,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,Navi ELSS Tax Saver Fund,0.39,2.29,Direct
120751,UTI Value Opportunities Fund- Direct Plan - Growth Option,1/2/2013,9/30/2024,48.84997682,41.63476229,28.4933547,18.24855257,21.53063523,14.58740745,13.06958176,11.25746249,13.42454938,17.38962581,11.22463159,10.07577603,8.574891255,10.25140132,13.73000107,3.143120322,2.956082527,2.264573809,1.13587072,1.065614374,4.084764516,3.834420513,2.973023673,1.487460308,1.349645578,1.503366467,4.742221091,2.282955839,6.59978417,17.26189467,75102,1.332798819,0.250861142,1.235794501,0.719887007,Equity,Contra Fund,120751,103098,UTI Value Opportunities Fund- Regular Plan - Growth Option,UTI Value Opportunities Fund- Direct Plan - Growth Option,UTI Value Fund,1.14,1.8,Direct
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,1/2/2013,9/30/2024,48.12349759,40.95829132,30.29979834,19.01501762,23.44260862,15.76611966,14.75895673,12.77515822,15.07971613,17.44843085,12.40716691,11.57779673,9.900402843,11.7695157,14.06956433,2.862054746,2.57188174,2.136944049,1.062023813,1.17160155,3.636889703,3.278541868,2.757443184,1.360720189,1.452966712,1.571235554,4.643769826,2.511154826,7.542918255,19.3063155,59505.47,1.582309656,0.325641853,1.521155102,0.717399493,Equity,Small Cap Fund,119620,101592,Aditya Birla Sun Life MIDCAP Fund-Growth,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,Aditya Birla Sun Life MIDCAP Fund,1.02,1.87,Direct
119218,DSP Equity Opportunities Fund - Direct Plan - Growth,1/2/2013,9/30/2024,46.36084652,42.74511113,30.84079459,18.88479173,21.48750169,16.53006417,14.60312675,12.29834798,13.93426111,17.46869535,13.26340361,11.64214375,9.643069889,10.84207651,13.88013266,2.623150527,2.721685008,2.263783285,1.139980914,1.058321834,3.269209608,3.413899707,2.887129815,1.465106035,1.331939841,1.512612337,4.953675622,2.353253472,6.963598818,19.49153995,165380.36,1.673524026,0.285165279,1.340120049,0.766901402,Equity,Mid Cap Fund,119218,103819,DSP Equity Opportunities Fund-Regular Plan - Growth,DSP Equity Opportunities Fund - Direct Plan - Growth,DSP Equity Opportunities Fund,0.67,1.7,Direct
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,1/2/2013,9/30/2024,38.24215154,41.69546921,30.35509675,20.78395405,23.35846734,13.30019075,12.29886147,10.56991613,13.10991533,17.4698484,10.49872499,9.681733696,8.166181123,10.06510706,13.81534479,2.649747828,3.146264335,2.588014552,1.356526995,1.165348827,3.356803002,3.996750006,3.349802844,1.766891694,1.473612686,1.470218182,4.598395258,2.360802919,6.584121544,13.90741532,241011.77,1.875396999,0.538498598,1.682012054,0.775480705,Equity,Mid Cap Fund,120596,100349,ICICI Prudential Large & Mid Cap Fund - Growth,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,ICICI Prudential Large & Mid Cap Fund,0.81,1.71,Direct
118533,Franklin India Prima Fund - Direct - Growth,1/1/2013,9/30/2024,48.20455816,44.40283886,32.06277723,19.33553935,22.50119882,16.52246884,14.97174706,12.91908257,15.14534403,17.47377141,12.64971875,11.55327779,9.930674539,11.74235307,13.90285793,2.735944525,2.765397966,2.249600703,1.078584898,1.116026893,3.573562311,3.583644367,2.926566279,1.391164041,1.402675545,1.610030461,5.147928123,2.509252322,8.049162113,23.88169416,186270.3,1.579584197,0.242474487,1.32021724,0.740747472,Equity,Small Cap Fund,118533,100473,Franklin India Prima Fund-Growth,Franklin India Prima Fund - Direct - Growth,Franklin India Prima Fund,0.96,1.76,Direct
130861,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,8/27/2014,9/30/2024,12.43023945,18.88373061,16.62610879,5.994041128,10.03123816,23.02462818,19.99613673,17.94184743,17.49695551,17.48751664,16.80524384,14.46462101,12.9189149,12.47133413,12.30456977,0.409571845,0.794339968,0.759459629,0.171117834,0.40207185,0.561148624,1.098109007,1.054740967,0.240073844,0.571433077,1.756330667,7.678891443,2.554981877,11.10845687,29.90606164,1.33,0.756223077,-0.199505383,0.245406162,0.215483098,Equity,ELSS,130861,130858,Nippon India Japan Equity Fund- Growth Plan- Bonus Option,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,Nippon India Japan Equity Fund,1.2,2.45,Direct
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,1/2/2013,9/30/2024,37.41686057,40.70629053,30.65262502,19.98349189,21.53461985,12.60250465,12.02176314,10.46635632,12.91471527,17.48876724,9.890686227,9.477016886,8.123616733,9.970771062,13.83195054,2.730954006,3.136502533,2.642048882,1.315049658,1.059801391,3.479724235,3.978708805,3.403979524,1.703327836,1.339985984,1.556260942,4.71471055,2.364079134,7.015251797,17.04140146,207721.08,1.990316619,0.480046282,1.560605011,0.68207607,Equity,Large Cap Fund,120599,101228,ICICI Prudential Multicap Fund - Growth,ICICI Prudential Multicap Fund - Direct Plan -  Growth,ICICI Prudential Multicap Fund,0.94,1.75,Direct
120586,ICICI Prudential Bluechip Fund - Direct Plan - Growth,1/2/2013,9/30/2024,31.04214724,36.21620863,26.82772485,17.57072578,19.58726671,14.47859219,12.57049238,10.79415264,12.81858214,17.49504968,11.35232743,9.692934849,8.156186132,9.619273923,13.4957272,1.936800683,2.642395191,2.20746599,1.136687789,0.948112009,2.470167234,3.426847404,2.921429755,1.514742786,1.22907543,1.408040968,4.04317015,2.177412074,5.848741312,14.33224756,1510650.04,1.609053448,0.385553446,1.303154216,0.662410435,Equity,Large & Mid Cap Fund,120586,108466,ICICI Prudential Bluechip Fund - Growth,ICICI Prudential Bluechip Fund - Direct Plan - Growth,ICICI Prudential Bluechip Fund,0.87,1.45,Direct
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,1/2/2013,9/30/2024,53.45273698,48.50267406,34.79398447,22.58914935,26.49196586,16.96776424,15.11781696,12.72614094,14.88909821,17.51305213,12.78518156,11.515978,9.606159853,11.3913604,13.96740592,2.97344637,3.009870683,2.498320945,1.315670638,1.341397587,3.946188544,3.951264414,3.309749676,1.719649687,1.681913306,1.47610145,4.665590121,2.402537364,7.683046944,20.06767553,71526.29,1.84395073,0.444442367,1.491185812,0.910363173,Equity,Small Cap Fund,120403,105503,Invesco India Midcap Fund - Growth Option,Invesco India Midcap Fund - Direct Plan - Growth Option,Invesco India Midcap Fund,0.58,1.82,Direct
118278,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION,1/2/2013,9/30/2024,40.89746895,38.54146016,25.33322107,15.3271297,21.58402557,15.85458087,13.60929765,11.46839812,13.76764996,17.51371513,12.01474945,10.41126606,8.693892216,10.50141556,13.79552741,2.39031667,2.611557266,1.947370577,0.895369198,1.061112701,3.154245464,3.413750061,2.568840344,1.173854099,1.347105117,1.4079389,4.31993084,2.29410451,6.729711051,18.52261942,481577.88,1.010039728,0.042180676,1.216106046,0.765773366,Equity,Mid Cap Fund,118278,102920,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION,Canara Robeco Emerging Equities,0.54,1.59,Direct
119549,Sundaram Diversified Equity (ELSS) Direct Plan - Growth,1/2/2013,9/30/2024,28.69093202,27.85621974,20.57720113,13.66162097,16.49075804,13.7329216,12.22646225,10.85769965,13.52358905,17.5484274,10.60761337,9.483980306,8.304858035,10.27888485,13.85869492,1.87075502,2.03298544,1.618869714,0.78837215,0.768773049,2.421933297,2.620863702,2.11649628,1.03723518,0.973450828,1.473649853,4.496832345,2.311568776,6.541692751,16.31727502,4876.42,1.057390859,0.235504721,1.17481976,0.563671012,Equity,Flexi Cap Fund,119549,101853,Sundaram Diversified Equity (ELSS) Regular Plan - Growth,Sundaram Diversified Equity (ELSS) Direct Plan - Growth,Sundaram Diversified Equity,1.6,2.16,Direct
129649,Union Small Cap Fund - Direct Plan - Growth Option,6/17/2014,9/30/2024,41.96541415,30.51153498,25.66275913,19.32643768,27.26254604,17.61138053,16.11402024,13.35510288,15.29925162,17.55740496,14.30074227,13.07710135,10.65439253,12.12534833,14.1644961,2.212513328,1.707304234,1.69693632,1.067139628,1.381898185,2.724712704,2.103794582,2.127081301,1.346471642,1.712912755,1.538987209,4.938304491,2.523527009,8.063022965,20.03610108,5911.97,1.738237443,0.699551428,1.839058418,1.116051177,Equity,Dividend Yield Fund,129649,129647,Union Small Cap Fund - Regular Plan - Growth Option,Union Small Cap Fund - Direct Plan - Growth Option,Union Small Cap Fund,0.9,2.09,Direct
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,1/3/2013,9/30/2024,36.49881661,36.38479405,25.29157929,15.75397778,18.78526106,16.5840781,14.31836152,12.12862602,14.39560338,17.57251177,13.13236365,11.35011498,9.481967289,11.12553934,14.01889713,2.019938426,2.331607147,1.837931128,0.885963405,0.898292815,2.550859655,2.941361749,2.350944547,1.146369394,1.125998779,1.463373218,4.782365856,2.389248969,7.373287323,20.27691228,110425.53,1.170636153,0.163097222,1.24532894,0.687650054,Equity,Mid Cap Fund,119566,105001,Sundaram Large and Midcap Fund Regular Plan - Growth,Sundaram Large and Midcap Fund Direct Plan - Growth,Sundaram Large and Midcap Fund,0.72,1.79,Direct
118950,HDFC Focused 30 Fund - Growth Option - Direct Plan,1/1/2013,9/30/2024,37.73374349,39.76079585,29.77145558,23.43540723,22.33944349,12.202099,10.81431304,9.724881159,12.33855828,17.57922576,9.439214154,8.286391638,7.350909213,9.330243843,13.6988087,2.846538411,3.399272401,2.752882543,1.65622326,1.100130561,3.679728304,4.436285112,3.641924393,2.190232922,1.411760973,1.403317439,4.172330307,2.213922455,5.974288055,11.5116045,326599.16,1.917979972,0.921930897,1.824416458,0.718455009,Equity,Sectoral/ Thematic,118950,102760,HDFC Focused 30 Fund - GROWTH PLAN,HDFC Focused 30 Fund - Growth Option - Direct Plan,HDFC Focused 30 Fund,0.5,1.67,Direct
119564,Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan,1/2/2013,9/30/2024,36.40371381,34.89927704,25.3584972,15.47107222,18.11584274,15.02214398,13.07499907,11.35013403,13.54639892,17.65959354,11.47156133,9.857099901,8.436765118,10.12211623,13.69629563,2.223631584,2.439715436,1.969888387,0.920618999,0.855956436,2.911871616,3.236172643,2.650126784,1.232061748,1.103644602,1.444452151,4.687899728,2.183783192,6.5289001,17.15391463,128394.38,1.38724054,0.203644766,1.119982121,0.601679679,Equity,Sectoral/ Thematic,119564,103309,Aditya Birla Sun Life Focused Equity Fund -Growth Option,Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan,Aditya Birla Sun Life Focused Fund,0.85,1.8,Direct
118989,HDFC Mid-Cap Opportunities Fund - Growth Option - Direct Plan,1/1/2013,9/30/2024,37.55542277,40.37847722,34.36152578,24.08925497,26.75022244,16.530349,15.19560103,13.28016282,15.2558723,17.66265815,12.98833827,12.02318097,10.36928067,11.88805702,14.19264448,2.090423061,2.45982223,2.361531722,1.382369657,1.344657312,2.660496059,3.108867555,3.024464935,1.773986694,1.673417696,1.574800924,4.305358856,2.488514075,6.741907525,16.95571726,1356671.31,2.29584422,0.848488658,1.791340128,0.963200518,Equity,Small Cap Fund,118989,105758,HDFC Mid-Cap Opportunities Fund - Growth Plan,HDFC Mid-Cap Opportunities Fund - Growth Option - Direct Plan,HDFC Mid-Cap Opportunities Fund,0.72,1.39,Direct
120468,Axis Focused 25 Fund - Direct Plan - Growth Option,1/2/2013,9/30/2024,29.12024823,30.17520393,18.18005663,7.164892804,13.72623768,14.05646202,12.59592587,11.32787387,14.38272663,17.66455235,10.29107049,9.458871093,8.370565131,10.76636103,13.63150138,1.858237741,2.157459817,1.340062293,0.289576025,0.6072182,2.538146859,2.872985969,1.813504392,0.38684313,0.786871334,1.553931169,6.064343822,2.331012024,8.718072588,28.33899517,353325.84,0.324882932,-0.483656684,0.608632321,0.460807902,Equity,Sectoral/ Thematic,120468,117560,Axis Focused 25 Fund - Regular Plan - Growth Option,Axis Focused 25 Fund - Direct Plan - Growth Option,Axis Focused Fund,0.81,1.72,Direct
119528,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan,1/2/2013,9/30/2024,35.17092667,33.58868593,24.29766751,14.848992,18.07493957,14.93228629,12.94757623,11.18568968,13.37274036,17.67298174,11.48054404,9.906954906,8.438832127,10.06770016,13.77539495,2.154454184,2.362502865,1.904010225,0.886055639,0.852993558,2.802212732,3.08759717,2.523769544,1.176931355,1.094338103,1.445351012,4.574104969,2.26131829,6.354770146,16.7370521,508059.26,1.28464335,0.169854945,1.145643311,0.599449658,Equity,Large & Mid Cap Fund,119528,103174,Aditya Birla Sun Life Frontline Equity Fund-Growth,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan,Aditya Birla Sun Life Frontline Equity Fund,0.96,1.63,Direct
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,1/2/2013,9/30/2024,44.4688922,40.14454031,29.52480131,18.4556227,22.51325726,16.1029674,14.292399,12.03945448,14.14713933,17.68589585,12.63562297,11.23292114,9.349600187,11.03196309,14.13611789,2.575232948,2.598901717,2.20315641,1.092491022,1.10332309,3.281903258,3.306756972,2.836998458,1.400985716,1.380383031,1.487178235,4.541958213,2.360592189,7.624453392,21.32498696,20179.19,1.675075215,0.312459543,1.420316351,0.758496458,Equity,Large Cap Fund,120413,107353,Invesco India Multicap Fund - Growth Option,Invesco India Multicap Fund - Direct Plan - Growth Option,Invesco India Multicap Fund,0.66,1.89,Direct
120152,Kotak Bluechip Fund - Growth - Direct,1/2/2013,9/30/2024,35.30619555,34.0741611,24.44406483,14.51823319,18.63126499,14.93891724,13.01574363,11.14540147,13.61446192,17.73088395,11.45288007,9.956748503,8.396193348,10.29135468,13.7703819,2.162552682,2.387428792,1.92402803,0.846029263,0.881584079,2.820792268,3.120914532,2.554022274,1.119214481,1.135136636,1.408892643,4.439559813,2.241582512,6.425711166,17.3548566,191173.8,1.261855903,0.102872876,1.089888002,0.701023418,Equity,Large & Mid Cap Fund,120152,114458,Kotak Bluechip Fund - Growth,Kotak Bluechip Fund - Growth - Direct,Kotak Bluechip Fund,0.59,1.74,Direct
119598,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,1/2/2013,9/30/2024,31.59897978,29.36770762,22.93152076,13.79373294,17.35448545,12.92576017,11.51473307,10.03378182,12.84606655,17.74999265,9.692764638,8.646943846,7.464741841,9.633002127,13.73510777,2.212556894,2.289910453,1.986441514,0.840236418,0.808703741,2.950549286,3.049367279,2.670088421,1.120495231,1.045094489,1.451295246,4.447717475,2.253180273,6.196998269,16.38270552,1261620.73,1.727615797,0.255159069,1.186026927,0.64454608,Equity,Large & Mid Cap Fund,119598,103504,SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,SBI BLUE CHIP FUND,0.8,1.49,Direct
118770,Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,1/8/2013,9/30/2024,31.37540763,40.11966037,29.91274463,19.51434275,21.59131584,18.75239931,16.20484673,13.41730632,15.16113895,17.78567149,15.17923718,13.00021693,10.50254193,11.63242156,13.86541447,1.513161444,2.29065174,2.005823225,1.089254758,1.045297382,1.869356628,2.855310844,2.562498185,1.419682279,1.340840974,1.567880824,4.491392997,2.400449506,6.629785699,17.13123898,3.36,1.635794067,0.405837892,1.216594886,0.72096903,Equity,ELSS,118770,108258,Nippon India Quant Fund -Growth Plan -Bonus Option,Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Quant Fund,0.41,0.97,Direct
138312,PGIM India Large Cap Fund - Direct Plan - Growth,3/8/2016,9/30/2024,28.01088928,28.16016103,21.34328525,11.52185005,15.40442691,14.21413179,12.26394011,10.62774214,13.24859582,17.78674755,10.85962585,9.328972755,7.950761485,9.955601706,13.72681369,1.759579104,2.051556092,1.725981399,0.643226661,0.697397142,2.303107826,2.696991587,2.307110493,0.855985434,0.903663967,1.435734383,4.495132619,2.177585715,6.829835805,19.9410609,3247.93,1.254746551,-0.008076104,0.942515119,0.550399487,Equity,Large & Mid Cap Fund,138312,138308,PGIM India Large Cap Fund - Growth,PGIM India Large Cap Fund - Direct Plan - Growth,PGIM India Large Cap Fund,0.85,2.37,Direct
118665,Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option,1/3/2013,9/30/2024,47.3036194,44.63153211,34.65716375,23.0235516,27.66959027,18.13593463,16.16655182,13.70909858,15.72610724,17.84188944,14.41825869,12.81544253,10.75896443,12.3644955,14.39292711,2.442863867,2.57516461,2.309208264,1.273268158,1.382678127,3.072744105,3.248544248,2.942398775,1.619439434,1.714007866,1.567603387,4.574342169,2.61427815,7.126967252,18.17791526,62.54,1.992040175,0.583415271,1.699968901,1.011147768,Equity,Small Cap Fund,118665,100375,NIPPON INDIA GROWTH FUND - IDCW Option,Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Growth Fund,0.79,1.59,Direct
119589,Sundaram Small Cap Fund Direct Plan - Growth,1/2/2013,9/30/2024,36.68932946,34.77879927,30.73873751,19.84146302,26.32622539,15.37274678,14.6468642,12.28679518,14.66596708,17.85655456,12.29727265,11.73301457,9.69108149,11.57588176,14.40102728,2.191497065,2.169665727,2.257605592,1.148336344,1.306311658,2.739577337,2.708493975,2.862295352,1.454875176,1.619761211,1.684734815,5.365958122,2.565152071,8.898543829,22.24827189,25924.67,2.459057142,0.616622821,1.883813014,0.92603465,Equity,Dividend Yield Fund,119589,100795,Sundaram Small Cap Fund Regular Plan - Growth,Sundaram Small Cap Fund Direct Plan - Growth,Sundaram Small Cap Fund,0.81,1.92,Direct
118525,Franklin India Smaller Companies Fund - Direct - Growth,1/1/2013,9/30/2024,39.43361788,39.1768476,34.89852406,23.47262654,27.26687396,16.16842665,15.10563377,13.08561485,15.18390593,17.85677296,12.79515058,12.03939153,10.35692087,12.04356174,14.50878965,2.253380534,2.394924182,2.437678659,1.348310944,1.358973092,2.847455187,3.00487342,3.079923507,1.699881396,1.672563635,1.561887666,5.65802298,2.648500136,8.366662621,20.88387791,270134.61,2.508446095,0.804964669,1.99175374,0.936230768,Equity,Dividend Yield Fund,118525,103360,Franklin India Smaller Companies Fund-Growth,Franklin India Smaller Companies Fund - Direct - Growth,Franklin India Smaller Companies Fund,0.9,1.73,Direct
